,Latitude,Longitude,BirthDate,BirthDateTime,SeasonRegressionEncoding,SeasonFrankHalEncodingSpring,SeasonFrankHalEncodingSummer,SeasonFrankHalEncodingFall,sunriseTimeRaw,sunsetTimeRaw,moonPhase,precipIntensityMax,precipProbability,precipTypeRaw,temperatureHigh,temperatureLow,dewPoint,humidity,windSpeed,cloudCover,uvIndex,visibility,sunriseTimeMinute,sunsetTimeMinute,dayDuration,temperatureChange,PrecipType_None,PrecipType_rain,PrecipType_snow
213,36.826412,-104.377686,1543516535,2018-11-29 18:35:35,3,1,1,1,1543499520.0,1543534980.0,0.76,0.0,0.0,None,61.23,26.96,15.53,0.28,7.17,0.0,3.0,10.0,832.0,1423.0,591.0,34.269999999999996,1,0,0
214,36.860233,-113.297905,1545762956,2018-12-25 18:35:56,0,0,0,0,1545749160.0,1545783840.0,0.63,0.0165,0.74,rain,40.56,30.02,31.45,0.8,5.89,0.86,2.0,9.351,886.0,1464.0,578.0,10.540000000000003,0,1,0
215,40.295673,-102.34235,1525355177,2018-05-03 13:46:17,1,1,0,0,1525348020.0,1525398480.0,0.63,0.0554,0.36,rain,52.42,41.59,45.42,0.92,8.1,0.82,5.0,5.447,707.0,1548.0,841.0,10.829999999999998,0,1,0
216,48.93099,-85.95615,1516008600,2018-01-15 09:30:00,0,0,0,0,1516023180.0,1516054560.0,0.97,0.0802,1.0,snow,18.89,-0.84,13.88,0.9,6.25,0.87,1.0,8.788,813.0,1336.0,523.0,19.73,0,0,1
219,32.214443,-93.39024,1531175481,2018-07-09 22:31:21,2,1,1,0,1531134960.0,1531185840.0,0.88,0.0044,0.44,rain,88.45,73.61,73.01,0.79,3.43,0.68,7.0,9.627,676.0,1524.0,848.0,14.840000000000003,0,1,0
220,47.485283,-92.30787,1549222999,2019-02-03 19:43:19,0,0,0,0,1549200840.0,1549235700.0,0.98,0.0,0.0,None,22.4,8.24,17.73,0.92,3.94,1.0,1.0,4.62,814.0,1395.0,581.0,14.159999999999998,1,0,0
221,41.951847,-79.72892,1526137566,2018-05-12 15:06:06,1,1,0,0,1526119380.0,1526171460.0,0.91,0.2502,0.92,rain,50.61,45.46,47.21,0.99,0.92,0.94,5.0,5.895,603.0,1471.0,868.0,5.149999999999999,0,1,0
226,40.580307,-101.19303,1556418350,2019-04-28 02:25:50,1,1,0,0,1556365800.0,1556415420.0,0.78,0.0024,0.12,rain,54.43,29.04,34.85,0.7,16.58,0.07,9.0,9.997,710.0,1537.0,827.0,25.39,0,1,0
227,36.83213,-98.451904,1538267219,2018-09-30 00:26:59,3,1,1,1,1538224140.0,1538266920.0,0.67,0.0029,0.28,rain,75.94,69.66,56.82,0.84,7.25,0.98,3.0,6.53,749.0,1462.0,713.0,6.280000000000001,0,1,0
228,29.202002,-99.71854,1529371221,2018-06-19 01:20:21,2,1,1,0,1529322060.0,1529372520.0,0.2,0.0492,0.95,rain,94.74,72.47,70.61,0.67,8.02,0.57,8.0,9.997,701.0,1542.0,841.0,22.269999999999996,0,1,0
229,40.801586,-86.14812,1542666173,2018-11-19 22:22:53,3,1,1,1,1542631080.0,1542666300.0,0.39,0.0,0.0,None,38.3,32.34,32.64,0.91,3.59,0.93,2.0,8.871,758.0,1345.0,587.0,5.959999999999994,1,0,0
233,35.123768,-98.59009,1546370356,2019-01-01 19:19:16,0,0,0,0,1546350240.0,1546385640.0,0.88,0.0,0.0,None,27.56,24.38,16.39,0.68,12.82,0.91,2.0,9.997,824.0,1414.0,590.0,3.1799999999999997,1,0,0
235,39.71421,-78.11682,1521327962,2018-03-17 23:06:02,1,1,0,0,1521285720.0,1521328920.0,0.02,0.0,0.0,None,40.36,27.68,20.74,0.61,1.69,0.47,4.0,9.832,682.0,1402.0,720.0,12.68,1,0,0
236,28.7194,-80.721985,1526688339,2018-05-19 00:05:39,1,1,0,0,1526639520.0,1526688600.0,0.13,0.0573,0.91,rain,84.04,74.29,71.06,0.85,5.71,0.57,9.0,9.147,632.0,1450.0,818.0,9.75,0,1,0
242,43.9127,-96.18948,1542169419,2018-11-14 04:23:39,3,1,1,1,1542115140.0,1542150120.0,0.21,0.0012,0.16,snow,36.52,18.99,12.79,0.71,4.69,0.19,2.0,10.0,799.0,1382.0,583.0,17.530000000000005,0,0,1
246,38.18775,-95.872894,1548185136,2019-01-22 19:25:36,0,0,0,0,1548164220.0,1548200160.0,0.57,0.0113,0.97,rain,46.31,17.04,32.18,0.84,10.19,0.95,2.0,5.56,817.0,1416.0,599.0,29.270000000000003,0,1,0
247,37.460243,-83.34673,1532919371,2018-07-30 02:56:11,2,1,1,0,1532860620.0,1532911560.0,0.57,0.0,0.0,None,85.25,66.96,61.4,0.67,1.4,0.1,10.0,9.997,637.0,1486.0,849.0,18.290000000000006,1,0,0
249,40.10663,-108.27415,1521830465,2018-03-23 18:41:05,1,1,0,0,1521810720.0,1521854940.0,0.23,0.1492,0.92,rain,49.1,33.84,37.2,0.76,9.36,0.89,5.0,8.687,792.0,1529.0,737.0,15.259999999999998,0,1,0
251,40.9077,-117.47748,1532253976,2018-07-22 10:06:16,2,1,1,0,1532263080.0,1532315820.0,0.36,0.0,0.0,None,92.58,68.36,43.73,0.31,5.32,0.1,10.0,9.997,758.0,1637.0,879.0,24.22,1,0,0
253,41.600662,-109.64847,1537100284,2018-09-16 12:18:04,3,1,1,1,1537102920.0,1537147680.0,0.26,0.0,0.0,None,82.6,42.21,32.3,0.3,6.88,0.29,7.0,2.555,782.0,1528.0,746.0,40.38999999999999,1,0,0
254,39.96176,-80.382095,1518995504,2018-02-18 23:11:44,0,0,0,0,1518955920.0,1518994920.0,0.1,0.0111,0.78,rain,40.26,30.14,30.27,0.84,2.42,0.73,3.0,7.736,732.0,1382.0,650.0,10.119999999999997,0,1,0
260,36.7514,-104.9408,1520553725,2018-03-09 00:02:05,1,1,0,0,1520515320.0,1520557320.0,0.74,0.0,0.0,None,52.18,32.98,4.05,0.22,3.24,0.06,7.0,9.997,802.0,1502.0,700.0,19.200000000000003,1,0,0
266,46.12932,-110.20063,1540528471,2018-10-26 04:34:31,3,1,1,1,1540475580.0,1540513140.0,0.55,0.0,0.0,None,49.3,39.75,25.18,0.51,17.03,0.35,3.0,9.997,833.0,1459.0,626.0,9.549999999999997,1,0,0
267,33.885178,-116.46948,1516783934,2018-01-24 08:52:14,0,0,0,0,1516805340.0,1516842600.0,0.26,0.0,0.0,None,72.32,48.27,18.5,0.23,4.11,0.0,4.0,9.997,889.0,1510.0,621.0,24.04999999999999,1,0,0
269,45.41071,-95.89914,1538655729,2018-10-04 12:22:09,3,1,1,1,1538656020.0,1538697600.0,0.85,0.0171,0.81,rain,47.22,37.34,28.9,0.72,4.97,0.35,4.0,9.949,747.0,1440.0,693.0,9.879999999999995,0,1,0
270,40.508774,-80.51751,1541119852,2018-11-02 00:50:52,3,1,1,1,1541073180.0,1541110800.0,0.8,0.1074,0.87,rain,52.82,51.49,51.12,0.98,2.01,0.97,2.0,2.927,713.0,1340.0,627.0,1.3299999999999983,0,1,0
271,46.759968,-92.40905,1551909414,2019-03-06 21:56:54,1,1,0,0,1551876060.0,1551916980.0,0.01,0.0,0.0,None,20.43,-13.31,-3.15,0.62,6.9,0.48,3.0,9.992,761.0,1443.0,682.0,33.74,1,0,0
272,36.30056,-82.85489,1528522393,2018-06-09 05:33:13,2,1,1,0,1528539300.0,1528591740.0,0.86,0.0121,0.04,rain,90.91,66.01,64.75,0.69,2.77,0.43,8.0,9.857,615.0,1489.0,874.0,24.89999999999999,0,1,0
273,38.577435,-88.952255,1540178016,2018-10-22 03:13:36,3,1,1,1,1540123920.0,1540163460.0,0.41,0.0011,0.1,rain,54.89,38.55,24.16,0.55,3.22,0.0,4.0,9.917,732.0,1391.0,659.0,16.340000000000003,0,1,0
275,34.449898,-103.66887,1539593399,2018-10-15 08:49:59,3,1,1,1,1539608460.0,1539649320.0,0.23,0.0,0.0,None,38.68,37.16,23.38,0.66,11.67,0.95,4.0,9.997,781.0,1462.0,681.0,1.5200000000000031,1,0,0
276,35.49062,-83.69553,1541019422,2018-10-31 20:57:02,3,1,1,1,1540987020.0,1541025720.0,0.76,0.0,0.0,None,69.36,54.02,48.03,0.77,2.81,0.6,3.0,9.786,717.0,1362.0,645.0,15.339999999999996,1,0,0
277,39.31839,-112.857056,1525808590,2018-05-08 19:43:10,1,1,0,0,1525782360.0,1525833180.0,0.78,0.0,0.0,None,82.44,54.96,34.34,0.34,3.79,0.0,10.0,9.997,746.0,1593.0,847.0,27.479999999999997,1,0,0
282,43.735676,-104.28605,1548638066,2019-01-28 01:14:26,0,0,0,0,1548598800.0,1548633720.0,0.76,0.025,0.5,rain,44.63,17.71,24.48,0.62,12.27,0.26,2.0,9.997,860.0,1442.0,582.0,26.92,0,1,0
283,32.905907,-112.935905,1527826775,2018-06-01 04:19:35,2,1,1,0,1527769560.0,1527820560.0,0.58,0.0,0.0,None,102.4,71.84,30.84,0.14,7.3,0.07,11.0,9.907,746.0,1596.0,850.0,30.560000000000002,1,0,0
285,34.61609,-94.1144,1551676721,2019-03-04 05:18:41,1,1,0,0,1551617040.0,1551658500.0,0.92,0.0721,1.0,rain,39.34,20.12,31.53,0.87,6.29,1.0,4.0,7.531,764.0,1455.0,691.0,19.220000000000002,0,1,0
286,33.34174,-85.930984,1516459916,2018-01-20 14:51:56,0,0,0,0,1516452420.0,1516489500.0,0.12,0.0,0.0,None,64.6,30.13,31.34,0.67,0.91,0.45,4.0,9.99,767.0,1385.0,618.0,34.47,1,0,0
289,33.70167,-101.28937,1524067553,2018-04-18 16:05:53,1,1,0,0,1524053520.0,1524100740.0,0.11,0.0,0.0,None,69.14,42.07,11.48,0.16,14.41,0.05,9.0,8.993,732.0,1519.0,787.0,27.07,1,0,0
294,39.48323,-81.8195,1519211415,2018-02-21 11:10:15,0,0,0,0,1519215180.0,1519254720.0,0.21,0.0601,0.46,rain,69.82,38.68,50.54,0.72,4.71,0.82,3.0,2.647,733.0,1392.0,659.0,31.139999999999993,0,1,0
295,32.17207,-100.42563,1533815555,2018-08-09 11:52:35,2,1,1,0,1533816240.0,1533864780.0,0.95,0.4027,1.0,rain,88.31,71.69,63.08,0.62,5.61,0.05,11.0,9.997,724.0,1533.0,809.0,16.620000000000005,0,1,0
299,47.17248,-101.84706,1546829101,2019-01-07 02:45:01,0,0,0,0,1546785240.0,1546816440.0,0.03,0.0,0.0,None,31.28,24.35,26.56,0.97,12.36,0.98,1.0,2.904,874.0,1394.0,520.0,6.93,1,0,0
300,34.13014,-79.777275,1554352927,2019-04-04 04:42:07,1,1,0,0,1554375780.0,1554421380.0,0.99,0.0,0.0,None,75.73,56.81,42.09,0.59,5.75,0.0,9.0,9.997,663.0,1423.0,760.0,18.92,1,0,0
301,34.33018,-78.23279,1531541724,2018-07-14 04:15:24,2,1,1,0,1531563180.0,1531614420.0,0.08,0.0,0.0,None,87.85,64.97,67.8,0.71,4.58,0.16,10.0,9.997,613.0,1467.0,854.0,22.879999999999995,1,0,0
302,39.335007,-116.15402,1543065141,2018-11-24 13:12:21,3,1,1,1,1543070400.0,1543105560.0,0.57,0.0026,0.07,rain,43.25,14.03,25.76,0.7,11.76,0.69,2.0,9.057,880.0,1466.0,586.0,29.22,0,1,0
304,37.404102,-120.87639,1547358680,2019-01-13 05:51:20,0,0,0,0,1547306340.0,1547341620.0,0.22,0.0018,0.18,rain,59.91,39.55,47.15,0.9,3.88,0.42,2.0,1.717,919.0,1507.0,588.0,20.36,0,1,0
305,44.845158,-93.45664,1536408329,2018-09-08 12:05:29,3,1,1,1,1536407160.0,1536453600.0,0.97,0.0,0.0,None,74.49,53.05,46.89,0.57,7.36,0.0,6.0,9.721,706.0,1480.0,774.0,21.439999999999998,1,0,0
309,47.802155,-117.55919,1528529052,2018-06-09 07:24:12,2,1,1,0,1528545180.0,1528602540.0,0.86,0.0211,0.77,rain,58.88,45.36,51.63,0.83,5.38,0.95,4.0,1.118,713.0,1669.0,956.0,13.520000000000003,0,1,0
310,32.872993,-93.40322,1527436492,2018-05-27 15:54:52,1,1,0,0,1527419340.0,1527470100.0,0.45,0.0014,0.05,rain,90.59,67.82,69.29,0.74,3.33,0.49,8.0,9.997,669.0,1515.0,846.0,22.77000000000001,0,1,0
319,38.514694,-106.971695,1547122496,2019-01-10 12:14:56,0,0,0,0,1547130360.0,1547165220.0,0.15,0.0059,0.8,snow,27.67,19.61,4.74,0.72,0.92,0.55,3.0,8.295,866.0,1447.0,581.0,8.060000000000002,0,0,1
320,37.722546,-105.8663,1524322009,2018-04-21 14:46:49,1,1,0,0,1524313260.0,1524361560.0,0.22,0.0047,0.24,snow,52.71,29.14,25.19,0.59,7.04,0.67,6.0,9.997,741.0,1546.0,805.0,23.57,0,0,1
323,47.130795,-103.17975,1519733340,2018-02-27 12:09:00,0,0,0,0,1519738620.0,1519778160.0,0.43,0.0208,0.08,snow,33.32,13.62,16.42,0.78,7.92,0.59,3.0,1.238,817.0,1476.0,659.0,19.700000000000003,0,0,1
326,44.45318,-91.55546,1546855468,2019-01-07 10:04:28,0,0,0,0,1546868580.0,1546901040.0,0.06,0.017,0.77,snow,41.47,29.41,35.3,0.94,8.24,0.99,1.0,9.019,823.0,1364.0,541.0,12.059999999999999,0,0,1
328,37.31993,-77.573265,1550769570,2019-02-21 17:19:30,0,0,0,0,1550749980.0,1550789820.0,0.59,0.004,0.87,snow,58.28,42.85,42.39,0.9,3.36,0.64,3.0,8.856,713.0,1377.0,664.0,15.43,0,0,1
330,47.142002,-97.353485,1556156408,2019-04-25 01:40:08,1,1,0,0,1556105160.0,1556155860.0,0.69,0.0,0.0,None,73.1,38.83,37.48,0.45,10.77,0.13,8.0,1.357,686.0,1531.0,845.0,34.269999999999996,1,0,0
333,47.48671,-99.16799,1526179212,2018-05-13 02:40:12,1,1,0,0,1526123100.0,1526177040.0,0.91,0.0,0.0,None,66.82,49.61,30.6,0.43,6.14,0.41,9.0,9.95,665.0,1564.0,899.0,17.209999999999994,1,0,0
334,33.94894,-98.69926,1552416626,2019-03-12 18:50:26,1,1,0,0,1552395060.0,1552437660.0,0.2,0.1149,0.84,rain,62.68,53.53,56.26,0.98,13.07,0.99,4.0,3.897,771.0,1481.0,710.0,9.149999999999999,0,1,0
335,43.51157,-89.51209,1535227475,2018-08-25 20:04:35,2,1,1,0,1535195760.0,1535244420.0,0.49,0.0053,0.53,rain,82.53,59.7,66.57,0.84,3.15,0.74,5.0,6.59,676.0,1487.0,811.0,22.83,0,1,0
336,37.572117,-83.40791,1535894034,2018-09-02 13:13:54,3,1,1,1,1535886360.0,1535932980.0,0.75,0.1854,0.79,rain,89.08,72.79,69.68,0.74,2.16,0.26,6.0,9.997,666.0,1443.0,777.0,16.289999999999992,0,1,0
338,36.416687,-115.97713,1522693161,2018-04-02 18:19:21,1,1,0,0,1522675740.0,1522721280.0,0.59,0.0,0.0,None,68.19,43.26,23.06,0.27,4.43,0.07,8.0,9.997,809.0,1568.0,759.0,24.93,1,0,0
340,37.253433,-121.24962,1540941024,2018-10-30 23:10:24,3,1,1,1,1540909740.0,1540948260.0,0.73,0.0,0.0,None,69.76,50.83,28.43,0.27,7.16,0.0,4.0,5.189,869.0,1511.0,642.0,18.930000000000007,1,0,0
341,37.37431,-81.91433,1541201499,2018-11-02 23:31:39,3,1,1,1,1541159700.0,1541197800.0,0.84,0.0254,0.33,rain,55.06,38.71,49.27,0.88,6.09,1.0,3.0,6.362,715.0,1350.0,635.0,16.35,0,1,0
345,43.417465,-88.11256,1535247571,2018-08-26 01:39:31,2,1,1,0,1535195400.0,1535244120.0,0.49,0.0037,0.37,rain,79.84,58.46,66.26,0.86,5.39,0.75,5.0,7.62,670.0,1482.0,812.0,21.380000000000003,0,1,0
347,34.906036,-113.75147,1555514086,2019-04-17 15:14:46,1,1,0,0,1555506120.0,1555553400.0,0.45,0.0047,0.83,rain,66.92,48.28,34.94,0.57,7.48,0.09,10.0,4.396,782.0,1570.0,788.0,18.64,0,1,0
352,47.68255,-104.27899,1552952875,2019-03-18 23:47:55,1,1,0,0,1552914300.0,1552957680.0,0.43,0.0,0.0,None,42.17,25.02,25.54,0.85,10.61,0.29,4.0,9.997,785.0,1508.0,723.0,17.150000000000002,1,0,0
353,34.767487,-91.7218,1533215535,2018-08-02 13:12:15,2,1,1,0,1533208740.0,1533258600.0,0.69,0.0,0.0,None,89.84,65.61,65.91,0.71,2.99,0.06,10.0,9.767,679.0,1510.0,831.0,24.230000000000004,1,0,0
354,43.68467,-96.44999,1532880160,2018-07-29 16:02:40,2,1,1,0,1532862780.0,1532915640.0,0.57,0.0049,0.06,rain,77.89,55.38,55.56,0.72,2.5,0.28,8.0,9.777,673.0,1554.0,881.0,22.509999999999998,0,1,0
355,39.446217,-84.742546,1533978847,2018-08-11 09:14:07,2,1,1,0,1533984540.0,1534034520.0,0.02,0.0904,0.26,rain,81.63,62.04,67.85,0.83,2.59,0.59,6.0,3.947,649.0,1482.0,833.0,19.589999999999996,0,1,0
356,32.14487,-96.4479,1520805715,2018-03-11 22:01:55,1,1,0,0,1520772120.0,1520814720.0,0.83,0.0054,0.48,rain,67.77,40.93,46.78,0.56,9.4,0.44,8.0,9.219,762.0,1472.0,710.0,26.839999999999996,0,1,0
358,41.598488,-105.544395,1518643616,2018-02-14 21:26:56,0,0,0,0,1518616800.0,1518654960.0,0.98,0.0076,0.26,snow,43.34,20.78,20.1,0.57,21.25,0.16,4.0,3.194,840.0,1476.0,636.0,22.560000000000002,0,0,1
359,29.673067,-95.38288,1541803263,2018-11-09 22:41:03,3,1,1,1,1541767380.0,1541806260.0,0.08,0.1834,0.98,rain,56.91,47.29,51.86,0.84,14.04,0.79,3.0,8.127,763.0,1411.0,648.0,9.619999999999997,0,1,0
360,42.178055,-82.4708,1527933670,2018-06-02 10:01:10,2,1,1,0,1527933420.0,1527987720.0,0.64,0.0,0.0,None,69.56,55.97,53.64,0.77,7.35,0.67,5.0,10.0,597.0,1502.0,905.0,13.590000000000003,1,0,0
361,48.48168,-98.5311,1542902718,2018-11-22 16:05:18,3,1,1,1,1542894840.0,1542926940.0,0.5,0.0,0.0,None,29.87,26.79,26.58,0.99,13.0,1.0,1.0,1.953,834.0,1369.0,535.0,3.080000000000002,1,0,0
362,33.30191,-95.2495,1544323162,2018-12-09 02:39:22,0,0,0,0,1544274840.0,1544310900.0,0.06,0.1037,0.94,rain,41.49,37.96,38.46,0.93,8.73,0.99,2.0,7.468,794.0,1395.0,601.0,3.530000000000001,0,1,0
363,37.90666,-101.36875,1547543802,2019-01-15 09:16:42,0,0,0,0,1547560860.0,1547596260.0,0.31,0.0,0.0,None,51.79,23.99,27.1,0.87,4.42,0.0,3.0,9.925,841.0,1431.0,590.0,27.8,1,0,0
366,44.993797,-84.43022,1533563528,2018-08-06 13:52:08,2,1,1,0,1533551400.0,1533603540.0,0.83,0.0191,0.35,rain,75.25,60.87,65.7,0.79,6.43,0.58,6.0,7.087,630.0,1499.0,869.0,14.380000000000003,0,1,0
368,46.92408,-96.512024,1533084140,2018-08-01 00:42:20,2,1,1,0,1533035160.0,1533088860.0,0.63,0.0121,0.52,rain,87.4,58.06,58.37,0.63,7.6,0.07,9.0,9.53,666.0,1561.0,895.0,29.340000000000003,0,1,0
371,36.430138,-101.70136,1550426064,2019-02-17 17:54:24,0,0,0,0,1550410440.0,1550449860.0,0.44,0.0,0.0,None,46.41,11.13,16.81,0.61,7.73,0.0,5.0,9.997,814.0,1471.0,657.0,35.279999999999994,1,0,0
372,37.807816,-95.8977,1524374977,2018-04-22 05:29:37,1,1,0,0,1524397200.0,1524445620.0,0.26,0.0727,1.0,rain,55.3,52.75,48.94,0.95,3.79,0.99,5.0,8.917,700.0,1507.0,807.0,2.549999999999997,0,1,0
374,31.93076,-102.28155,1546385533,2019-01-01 23:32:13,0,0,0,0,1546350660.0,1546387020.0,0.88,0.0,0.0,None,28.62,24.48,22.12,0.8,12.73,0.9,3.0,9.644,831.0,1437.0,606.0,4.140000000000001,1,0,0
375,42.78282,-114.40754,1553328286,2019-03-23 08:04:46,1,1,0,0,1553348220.0,1553392440.0,0.61,0.0056,0.92,rain,54.39,39.94,35.6,0.69,5.53,0.65,6.0,4.649,817.0,1554.0,737.0,14.450000000000003,0,1,0
377,47.959965,-117.14847,1541917113,2018-11-11 06:18:33,3,1,1,1,1541861340.0,1541895540.0,0.12,0.0102,0.1,snow,33.87,25.74,27.97,0.97,1.93,0.95,1.0,2.558,889.0,1459.0,570.0,8.129999999999999,0,0,1
378,33.750423,-89.37936,1545509155,2018-12-22 20:05:55,0,0,0,0,1545483600.0,1545519300.0,0.51,0.0,0.0,None,60.37,45.63,33.41,0.71,2.43,0.07,3.0,9.997,780.0,1375.0,595.0,14.739999999999995,1,0,0
380,47.676804,-96.73223,1539472319,2018-10-13 23:11:59,3,1,1,1,1539434640.0,1539474240.0,0.17,0.0054,0.63,rain,41.06,31.63,32.19,0.81,16.5,0.93,2.0,7.908,764.0,1424.0,660.0,9.430000000000003,0,1,0
384,43.45586,-92.88956,1520398238,2018-03-07 04:50:38,1,1,0,0,1520340000.0,1520381280.0,0.68,0.0204,0.8,snow,34.35,11.64,23.71,0.82,2.48,0.88,3.0,6.372,760.0,1448.0,688.0,22.71,0,0,1
385,41.192513,-85.71696,1545389443,2018-12-21 10:50:43,0,0,0,0,1545397560.0,1545430680.0,0.47,0.0161,0.87,rain,40.25,30.87,35.95,0.95,11.29,1.0,1.0,7.357,786.0,1338.0,552.0,9.379999999999999,0,1,0
390,30.190025,-88.72105,1524672407,2018-04-25 16:06:47,1,1,0,0,1524655080.0,1524702600.0,0.36,0.0,0.0,None,80.03,61.8,55.02,0.67,6.3,0.01,11.0,9.511,678.0,1470.0,792.0,18.230000000000004,1,0,0
391,35.10912,-118.82886,1546634075,2019-01-04 20:34:35,0,0,0,0,1546614300.0,1546649880.0,0.97,0.0,0.0,None,63.55,48.59,23.41,0.33,4.69,0.0,3.0,9.212,905.0,1498.0,593.0,14.959999999999994,1,0,0
392,31.682413,-100.182755,1556398252,2019-04-27 20:50:52,1,1,0,0,1556366400.0,1556414340.0,0.78,0.0,0.0,None,88.61,60.04,54.61,0.58,6.95,0.0,11.0,9.997,720.0,1519.0,799.0,28.57,1,0,0
393,39.327305,-114.76343,1554542652,2019-04-06 09:24:12,1,1,0,0,1554556620.0,1554602880.0,0.06,0.0051,0.43,snow,46.89,26.67,27.54,0.76,5.79,0.27,9.0,9.296,797.0,1568.0,771.0,20.22,0,0,1
395,39.986347,-94.61009,1549230687,2019-02-03 21:51:27,0,0,0,0,1549200360.0,1549237260.0,0.98,0.0,0.0,None,60.23,25.25,50.94,0.91,9.39,0.77,2.0,7.073,806.0,1421.0,615.0,34.98,1,0,0
396,29.916584,-91.3272,1534553896,2018-08-18 00:58:16,2,1,1,0,1534505760.0,1534553160.0,0.24,0.2759,0.78,rain,85.6,74.85,75.99,0.88,3.38,0.36,7.0,9.661,696.0,1486.0,790.0,10.75,0,1,0
397,43.70926,-84.66875,1553021674,2019-03-19 18:54:34,1,1,0,0,1552995900.0,1553039400.0,0.46,0.0,0.0,None,47.16,31.56,21.5,0.57,5.98,0.23,4.0,9.356,705.0,1430.0,725.0,15.599999999999998,1,0,0
400,41.66522,-106.57878,1519842954,2018-02-28 18:35:54,0,0,0,0,1519825440.0,1519865820.0,0.47,0.005,0.8,snow,26.18,14.77,13.48,0.74,14.49,0.48,4.0,2.1,824.0,1497.0,673.0,11.41,0,0,1
401,31.105204,-98.51358,1549938271,2019-02-12 02:24:31,0,0,0,0,1549891200.0,1549930740.0,0.22,0.0198,1.0,rain,60.39,44.64,53.23,0.94,6.01,0.75,4.0,8.706,800.0,1459.0,659.0,15.75,0,1,0
403,47.517212,-116.49264,1547434868,2019-01-14 03:01:08,0,0,0,0,1547393460.0,1547425200.0,0.25,0.0012,0.25,snow,34.76,21.13,24.75,0.87,3.63,0.13,1.0,1.248,931.0,1460.0,529.0,13.629999999999999,0,0,1
408,33.743584,-112.19601,1530386282,2018-06-30 19:18:02,2,1,1,0,1530361380.0,1530413100.0,0.59,0.0,0.0,None,99.96,75.24,32.72,0.14,4.22,0.01,11.0,9.997,743.0,1605.0,862.0,24.72,1,0,0
412,43.640663,-99.92761,1533292641,2018-08-03 10:37:21,2,1,1,0,1533295980.0,1533348120.0,0.73,0.0,0.0,None,92.57,64.18,62.67,0.56,15.28,0.25,9.0,9.997,693.0,1562.0,869.0,28.389999999999986,1,0,0
414,38.935513,-106.749855,1535043421,2018-08-23 16:57:01,2,1,1,0,1535027400.0,1535075580.0,0.43,0.015,0.79,rain,59.15,32.21,36.51,0.75,6.01,0.33,11.0,7.246,750.0,1553.0,803.0,26.939999999999998,0,1,0
415,34.998974,-98.75432,1547748966,2019-01-17 18:16:06,0,0,0,0,1547732580.0,1547768940.0,0.38,0.0,0.0,None,56.15,38.98,38.17,0.78,9.73,0.53,3.0,8.586,823.0,1429.0,606.0,17.17,1,0,0
420,46.85254,-91.81678,1548293622,2019-01-24 01:33:42,0,0,0,0,1548250980.0,1548284280.0,0.61,0.0,0.0,None,20.01,10.34,6.85,0.71,3.08,0.81,1.0,8.367,823.0,1378.0,555.0,9.670000000000002,1,0,0
423,37.98774,-96.832405,1543086970,2018-11-24 19:16:10,3,1,1,1,1543065540.0,1543101120.0,0.57,0.0,0.0,None,69.63,40.59,28.12,0.45,4.52,0.0,3.0,9.997,799.0,1392.0,593.0,29.039999999999992,1,0,0
424,37.28859,-100.5696,1555471641,2019-04-17 03:27:21,1,1,0,0,1555416420.0,1555463940.0,0.41,0.0,0.0,None,80.46,48.41,39.65,0.44,10.91,0.0,9.0,9.997,727.0,1519.0,792.0,32.05,1,0,0
426,39.47244,-87.73568,1548426134,2019-01-25 14:22:14,0,0,0,0,1548421500.0,1548457440.0,0.69,0.0,0.0,None,23.95,11.1,5.69,0.66,11.28,0.38,3.0,9.57,785.0,1384.0,599.0,12.85,1,0,0
427,40.275257,-100.37763,1540222175,2018-10-22 15:29:35,3,1,1,1,1540213260.0,1540252380.0,0.45,0.0,0.0,None,69.95,34.64,36.79,0.65,7.65,0.0,4.0,9.997,781.0,1433.0,652.0,35.31,1,0,0
428,36.325394,-89.7962,1515316972,2018-01-07 09:22:52,0,0,0,0,1515330720.0,1515366060.0,0.72,0.0742,0.85,rain,41.27,36.33,20.07,0.6,6.29,0.6,2.0,9.21,792.0,1381.0,589.0,4.940000000000005,0,1,0
430,40.37886,-94.16483,1517251820,2018-01-29 18:50:20,0,0,0,0,1517232600.0,1517268720.0,0.44,0.0,0.0,None,27.31,14.17,8.93,0.7,5.97,0.25,3.0,6.477,810.0,1412.0,602.0,13.139999999999999,1,0,0
431,39.933575,-97.87991,1520256904,2018-03-05 13:35:04,1,1,0,0,1520254800.0,1520296140.0,0.64,0.0,0.0,None,48.78,31.94,24.54,0.52,17.6,0.6,5.0,9.472,780.0,1469.0,689.0,16.84,1,0,0
432,31.17648,-85.18009,1515068111,2018-01-04 12:15:11,0,0,0,0,1515069660.0,1515106380.0,0.62,0.0,0.0,None,44.32,21.37,12.9,0.44,5.42,0.0,4.0,9.997,761.0,1373.0,612.0,22.95,1,0,0
435,44.131344,-102.59369,1540287544,2018-10-23 09:39:04,3,1,1,1,1540300620.0,1540338900.0,0.48,0.0,0.0,None,63.61,49.85,33.49,0.63,9.53,0.15,3.0,9.972,797.0,1435.0,638.0,13.759999999999998,1,0,0
437,36.156235,-76.823616,1524285834,2018-04-21 04:43:54,1,1,0,0,1524306420.0,1524354420.0,0.22,0.0018,0.05,rain,65.41,38.57,39.18,0.67,2.1,0.01,10.0,9.909,627.0,1427.0,800.0,26.839999999999996,0,1,0
